total extension (nm),DNA extension (nm),average force (pN),sd force (pN),average bp unzipped,sd bp unzipped
1342,1341.74,0.019091,6.39768e-08,0.32156,0.555031
1343,1342.74,0.0190897,6.39763e-08,0.32156,0.555031
1344,1343.74,0.0190884,6.35602e-08,0.32156,0.555031
1345,1344.74,0.0190871,5.4148e-08,0.32156,0.55503
1346,1345.74,0.0190858,5.4149e-08,0.32156,0.55503
1347,1346.74,0.0190845,5.413e-08,0.32156,0.55503
1348,1347.74,0.0190832,9.35246e-08,0.321562,0.555031
1349,1348.74,0.0190819,9.21168e-08,0.321562,0.555031
1350,1349.74,0.0190807,6.39776e-08,0.32156,0.555031
1351,1350.74,0.0190794,6.35589e-08,0.32156,0.555031
1352,1351.74,0.0190781,6.35576e-08,0.32156,0.555031
1353,1352.74,0.0190768,5.4147e-08,0.32156,0.55503
1354,1353.74,0.0190755,5.41485e-08,0.32156,0.55503
1355,1354.74,0.0190742,9.35235e-08,0.321562,0.555031
1356,1355.74,0.0190729,9.21162e-08,0.321562,0.555031
1357,1356.74,0.0190716,9.21165e-08,0.321562,0.555031
1358,1357.74,0.0190703,6.35589e-08,0.32156,0.555031
1359,1358.74,0.019069,6.35606e-08,0.32156,0.555031
1360,1359.74,0.0190677,5.4131e-08,0.32156,0.55503
1361,1360.74,0.0190665,9.35232e-08,0.321562,0.555031
1362,1361.74,0.0190652,9.21174e-08,0.321562,0.555031
1363,1362.74,0.0190639,6.39789e-08,0.32156,0.555031
1364,1363.74,0.0190626,6.35598e-08,0.32156,0.555031
1365,1364.74,0.0190613,6.35594e-08,0.32156,0.555031
1366,1365.74,0.01906,5.41305e-08,0.32156,0.55503
1367,1366.74,0.0190588,9.21168e-08,0.321562,0.555031
1368,1367.74,0.0190575,9.21151e-08,0.321562,0.555031
1369,1368.74,0.0190562,6.39789e-08,0.32156,0.555031
1370,1369.74,0.0190549,6.35598e-08,0.32156,0.555031
1371,1370.74,0.0190536,5.4131e-08,0.32156,0.55503
1372,1371.74,0.0190523,9.35229e-08,0.321562,0.555031
1373,1372.74,0.019051,9.21159e-08,0.321562,0.555031
1374,1373.74,0.0190497,6.35589e-08,0.32156,0.555031
1375,1374.74,0.0190484,6.35572e-08,0.32156,0.555031
1376,1375.74,0.0190471,5.41285e-08,0.32156,0.55503
1377,1376.74,0.0190459,9.21177e-08,0.321562,0.555031
1378,1377.74,0.0190446,9.21159e-08,0.321562,0.555031
1379,1378.74,0.0190433,6.35594e-08,0.32156,0.555031
1380,1379.74,0.019042,5.4146e-08,0.32156,0.55503
1381,1380.74,0.0190408,9.35223e-08,0.321562,0.555031
1382,1381.74,0.0190395,9.21168e-08,0.321562,0.555031
1383,1382.74,0.0190382,6.35606e-08,0.32156,0.555031
1384,1383.74,0.0190369,5.4148e-08,0.32156,0.55503
1385,1384.74,0.0190357,9.35249e-08,0.321562,0.555031
1386,1385.74,0.0190344,9.21162e-08,0.321562,0.555031
1387,1386.74,0.0190331,6.35602e-08,0.32156,0.555031
1388,1387.74,0.0190318,5.4149e-08,0.32156,0.55503
1389,1388.74,0.0190305,9.35229e-08,0.321562,0.555031
1390,1389.74,0.0190292,9.21177e-08,0.321562,0.555031
1391,1390.74,0.019028,6.35598e-08,0.32156,0.555031
1392,1391.74,0.0190267,5.41515e-08,0.32156,0.55503
1393,1392.74,0.0190254,9.21168e-08,0.321562,0.555031
1394,1393.74,0.0190241,6.39759e-08,0.32156,0.555031
1395,1394.74,0.0190228,6.35594e-08,0.321561,0.555031
1396,1395.74,0.0190215,5.41305e-08,0.32156,0.55503
1397,1396.74,0.0190203,9.21174e-08,0.321562,0.555031
1398,1397.74,0.019019,6.35611e-08,0.32156,0.555031
1399,1398.74,0.0190177,5.41475e-08,0.32156,0.55503
1400,1399.74,0.0190165,9.3524e-08,0.321562,0.555031
1401,1400.74,0.0190152,9.21159e-08,0.321562,0.555031
1402,1401.74,0.0190139,6.35602e-08,0.32156,0.555031
1403,1402.74,0.0190126,5.413e-08,0.32156,0.55503
1404,1403.74,0.0190114,9.21171e-08,0.321562,0.555031
1405,1404.74,0.0190101,6.35585e-08,0.32156,0.555031
1406,1405.74,0.0190088,5.413e-08,0.32156,0.55503
1407,1406.74,0.0190075,9.21171e-08,0.321562,0.555031
1408,1407.74,0.0190063,6.35606e-08,0.32156,0.555031
1409,1408.74,0.019005,5.41305e-08,0.32156,0.55503
1410,1409.74,0.0190037,9.21168e-08,0.321562,0.555031
1411,1410.74,0.0190024,6.35589e-08,0.32156,0.555031
1412,1411.74,0.0190011,5.4149e-08,0.32156,0.55503
1413,1412.74,0.0189999,9.21168e-08,0.321562,0.555031
1414,1413.74,0.0189986,6.35594e-08,0.32156,0.555031
1415,1414.74,0.0189973,5.4131e-08,0.32156,0.55503
1416,1415.74,0.0189961,9.21168e-08,0.321562,0.555031
1417,1416.74,0.0189948,6.35581e-08,0.32156,0.555031
1418,1417.74,0.0189935,5.41305e-08,0.32156,0.55503
1419,1418.74,0.0189923,9.21145e-08,0.321562,0.555031
1420,1419.74,0.018991,6.35594e-08,0.32156,0.555031
1421,1420.74,0.0189897,5.41305e-08,0.32156,0.55503
1422,1421.74,0.0189884,9.21174e-08,0.321562,0.555031
1423,1422.74,0.0189872,6.35615e-08,0.32156,0.555031
1424,1423.74,0.0189859,9.3524e-08,0.321562,0.555031
1425,1424.74,0.0189846,9.21168e-08,0.321562,0.555031
1426,1425.74,0.0189834,5.41485e-08,0.32156,0.55503
1427,1426.74,0.0189821,9.21165e-08,0.321562,0.555031
1428,1427.74,0.0189808,6.35589e-08,0.321561,0.555031
1429,1428.74,0.0189795,5.4128e-08,0.32156,0.55503
1430,1429.74,0.0189783,9.21153e-08,0.321562,0.555031
1431,1430.74,0.018977,6.35598e-08,0.321561,0.555031
1432,1431.74,0.0189758,9.3522e-08,0.321562,0.555031
1433,1432.74,0.0189745,6.35598e-08,0.32156,0.555031
1434,1433.74,0.0189732,5.41265e-08,0.32156,0.55503
1435,1434.74,0.018972,9.21165e-08,0.321562,0.555031
1436,1435.74,0.0189707,6.35594e-08,0.32156,0.555031
1437,1436.74,0.0189695,9.35177e-08,0.321528,0.554977
1438,1437.74,0.0189682,6.35589e-08,0.32156,0.555031
1439,1438.74,0.0189669,5.4129e-08,0.32156,0.55503
1440,1439.74,0.0189656,9.21162e-08,0.321562,0.555031
1441,1440.74,0.0189644,5.4148e-08,0.32156,0.55503
1442,1441.74,0.0189631,9.21153e-08,0.321562,0.555031
1443,1442.74,0.0189618,6.35581e-08,0.32156,0.555031
1444,1443.74,0.0189606,9.35217e-08,0.321562,0.555031
1445,1444.74,0.0189593,6.35594e-08,0.32156,0.555031
1446,1445.74,0.018958,5.41305e-08,0.32156,0.55503
1447,1446.74,0.0189568,9.21165e-08,0.321562,0.555031
1448,1447.74,0.0189555,5.41475e-08,0.32156,0.55503
1449,1448.74,0.0189543,9.21148e-08,0.321562,0.555031
1450,1449.74,0.018953,6.35602e-08,0.32156,0.555031
1451,1450.74,0.0189518,9.21162e-08,0.321562,0.555031
1452,1451.74,0.0189505,6.35581e-08,0.32156,0.555031
1453,1452.74,0.0189492,9.21165e-08,0.321562,0.555031
1454,1453.74,0.018948,6.35589e-08,0.32156,0.555031
1455,1454.74,0.0189467,5.4132e-08,0.32156,0.55503
1456,1455.74,0.0189454,6.35598e-08,0.32156,0.555031
1457,1456.74,0.0189441,5.4127e-08,0.32156,0.55503
1458,1457.74,0.0189429,6.39759e-08,0.32156,0.555031
1459,1458.74,0.0189416,5.41305e-08,0.32156,0.55503
1460,1459.74,0.0189404,6.39772e-08,0.321561,0.555031
1461,1460.74,0.0189391,5.4128e-08,0.32156,0.55503
1462,1461.74,0.0189379,9.21156e-08,0.321562,0.555031
1463,1462.74,0.0189366,5.41295e-08,0.32156,0.55503
1464,1463.74,0.0189354,9.21156e-08,0.321562,0.555031
1465,1464.74,0.0189341,5.41485e-08,0.32156,0.55503
1466,1465.74,0.0189329,9.21159e-08,0.321562,0.555031
1467,1466.74,0.0189316,5.4127e-08,0.32156,0.55503
1468,1467.74,0.0189303,9.21156e-08,0.321562,0.555031
1469,1468.74,0.0189291,5.413e-08,0.32156,0.55503
1470,1469.74,0.0189278,9.21177e-08,0.321562,0.555031
1471,1470.74,0.0189265,5.41295e-08,0.32156,0.55503
1472,1471.74,0.0189253,9.21156e-08,0.321562,0.555031
1473,1472.74,0.018924,5.41285e-08,0.32156,0.55503
1474,1473.74,0.0189228,9.21174e-08,0.321562,0.555031
1475,1474.74,0.0189215,5.41275e-08,0.32156,0.55503
1476,1475.74,0.0189203,6.35602e-08,0.32156,0.555031
1477,1476.74,0.018919,5.41285e-08,0.32156,0.55503
1478,1477.74,0.0189178,6.35602e-08,0.32156,0.555031
1479,1478.74,0.0189165,5.413e-08,0.32156,0.55503
1480,1479.74,0.0189153,6.35585e-08,0.321561,0.555031
1481,1480.74,0.018914,9.21174e-08,0.321562,0.555031
1482,1481.74,0.0189128,6.35581e-08,0.32156,0.555031
1483,1482.74,0.0189115,9.21151e-08,0.321562,0.555031
1484,1483.74,0.0189103,5.41315e-08,0.32156,0.55503
1485,1484.74,0.018909,9.21153e-08,0.321562,0.555031
1486,1485.74,0.0189077,5.4127e-08,0.32156,0.55503
1487,1486.74,0.0189065,6.35602e-08,0.32156,0.555031
1488,1487.74,0.0189053,9.35246e-08,0.321562,0.555032
1489,1488.74,0.018904,6.28638e-08,0.32156,0.555031
1490,1489.74,0.0189028,9.21162e-08,0.321562,0.555031
1491,1490.74,0.0189015,6.35585e-08,0.321561,0.555031
1492,1491.74,0.0189003,9.21153e-08,0.321562,0.555031
1493,1492.74,0.018899,5.413e-08,0.32156,0.55503
1494,1493.74,0.0188978,6.35594e-08,0.321561,0.555031
1495,1494.74,0.0188965,9.21174e-08,0.321562,0.555031
1496,1495.74,0.0188953,6.35615e-08,0.321561,0.555031
1497,1496.74,0.018894,9.21162e-08,0.321562,0.555031
1498,1497.74,0.0188927,5.4131e-08,0.32156,0.55503
1499,1498.74,0.0188915,6.35598e-08,0.32156,0.555031
1500,1499.74,0.0188902,5.41285e-08,0.32156,0.55503
1501,1500.74,0.018889,6.35568e-08,0.32156,0.555031
1502,1501.74,0.0188878,9.21153e-08,0.321562,0.555031
1503,1502.74,0.0188865,5.413e-08,0.32156,0.55503
1504,1503.75,0.0188853,6.35581e-08,0.321561,0.555031
1505,1504.75,0.0188841,9.21148e-08,0.321562,0.555031
1506,1505.75,0.0188828,5.4132e-08,0.32156,0.55503
1507,1506.75,0.0188815,9.21159e-08,0.321562,0.555031
1508,1507.75,0.0188803,5.413e-08,0.32156,0.55503
1509,1508.75,0.0188791,6.35581e-08,0.32156,0.555031
1510,1509.75,0.0188778,9.21171e-08,0.321562,0.555031
1511,1510.75,0.0188765,5.41305e-08,0.32156,0.55503
1512,1511.75,0.0188753,6.35589e-08,0.32156,0.555031
1513,1512.75,0.0188741,9.21153e-08,0.321562,0.555031
1514,1513.75,0.0188728,5.41285e-08,0.32156,0.55503
1515,1514.75,0.0188716,6.35615e-08,0.321561,0.555031
1516,1515.75,0.0188704,9.21162e-08,0.321562,0.555031
1517,1516.75,0.0188691,5.4133e-08,0.32156,0.55503
1518,1517.75,0.0188679,9.21168e-08,0.321562,0.555031
1519,1518.75,0.0188666,5.41305e-08,0.32156,0.55503
1520,1519.75,0.0188654,6.35602e-08,0.321561,0.555031
1521,1520.75,0.0188641,9.21151e-08,0.321562,0.555031
1522,1521.75,0.0188629,5.41305e-08,0.32156,0.55503
1523,1522.75,0.0188616,6.35576e-08,0.321561,0.555031
1524,1523.75,0.0188604,6.39768e-08,0.321561,0.555031
1525,1524.75,0.0188591,5.21244e-08,0.32156,0.55503
1526,1525.75,0.0188579,5.4132e-08,0.32156,0.55503
1527,1526.75,0.0188567,6.35602e-08,0.32156,0.555031
1528,1527.75,0.0188555,9.21171e-08,0.321562,0.555031
1529,1528.75,0.0188542,5.41305e-08,0.32156,0.55503
1530,1529.75,0.018853,6.35576e-08,0.321561,0.555031
1531,1530.75,0.0188517,9.21165e-08,0.321562,0.555031
1532,1531.75,0.0188505,5.41325e-08,0.32156,0.55503
1533,1532.75,0.0188493,6.35615e-08,0.32156,0.555031
1534,1533.75,0.018848,9.21159e-08,0.321562,0.555031
1535,1534.75,0.0188467,5.41305e-08,0.32156,0.55503
1536,1535.75,0.0188455,5.4129e-08,0.32156,0.55503
1537,1536.75,0.0188443,6.35619e-08,0.32156,0.555031
1538,1537.75,0.0188431,9.21159e-08,0.321562,0.555031
1539,1538.75,0.0188418,5.41315e-08,0.32156,0.55503
1540,1539.75,0.0188406,6.35602e-08,0.321561,0.555031
1541,1540.75,0.0188394,9.21153e-08,0.321562,0.555031
1542,1541.75,0.0188381,9.21174e-08,0.321562,0.555031
1543,1542.75,0.0188369,5.41315e-08,0.32156,0.55503
1544,1543.75,0.0188357,6.35619e-08,0.32156,0.555031
1545,1544.75,0.0188344,9.21151e-08,0.321562,0.555031
1546,1545.75,0.0188331,5.41295e-08,0.32156,0.55503
1547,1546.75,0.0188319,5.413e-08,0.32156,0.55503
1548,1547.75,0.0188307,6.35589e-08,0.321561,0.555031
1549,1548.75,0.0188295,9.21162e-08,0.321562,0.555031
1550,1549.75,0.0188282,5.41295e-08,0.32156,0.55503
1551,1550.75,0.018827,6.35444e-08,0.321561,0.555031
1552,1551.75,0.0188258,6.35594e-08,0.321561,0.555031
1553,1552.75,0.0188246,9.21151e-08,0.321562,0.555031
1554,1553.75,0.0188233,5.413e-08,0.32156,0.55503
1555,1554.75,0.0188221,5.4131e-08,0.32156,0.55503
1556,1555.75,0.0188209,6.35594e-08,0.32156,0.555031
1557,1556.75,0.0188196,9.21165e-08,0.321562,0.555031
1558,1557.75,0.0188184,9.21162e-08,0.321562,0.555031
1559,1558.75,0.0188171,5.413e-08,0.32156,0.55503
1560,1559.75,0.0188159,6.35581e-08,0.321561,0.555031
1561,1560.75,0.0188147,6.35598e-08,0.321561,0.555031
1562,1561.75,0.0188135,9.21159e-08,0.321562,0.555031
1563,1562.75,0.0188122,5.2127e-08,0.32156,0.55503
1564,1563.75,0.018811,5.41295e-08,0.32156,0.55503
1565,1564.75,0.0188098,6.35602e-08,0.321561,0.555031
1566,1565.75,0.0188086,6.35589e-08,0.32156,0.555031
1567,1566.75,0.0188073,9.21153e-08,0.321562,0.555031
1568,1567.75,0.018806,5.41295e-08,0.32156,0.55503
1569,1568.75,0.0188048,5.41285e-08,0.32156,0.55503
1570,1569.75,0.0188036,6.35491e-08,0.32156,0.555031
1571,1570.75,0.0188024,6.35602e-08,0.321561,0.555031
1572,1571.75,0.0188012,9.21171e-08,0.321562,0.555031
1573,1572.75,0.0188,9.21148e-08,0.321562,0.555031
1574,1573.75,0.0187987,5.413e-08,0.32156,0.55503
1575,1574.75,0.0187975,5.413e-08,0.32156,0.55503
1576,1575.75,0.0187963,6.35568e-08,0.32156,0.555031
1577,1576.75,0.018795,7.63713e-08,0.321561,0.555031
1578,1577.75,0.0187938,9.21168e-08,0.321562,0.555031
1579,1578.75,0.0187926,7.1844e-08,0.321561,0.555031
1580,1579.75,0.0187913,5.413e-08,0.32156,0.55503
1581,1580.75,0.0187901,5.41305e-08,0.32156,0.55503
1582,1581.75,0.0187889,6.35606e-08,0.321561,0.555031
1583,1582.75,0.0187877,6.35585e-08,0.321561,0.555031
1584,1583.75,0.0187865,9.21159e-08,0.321562,0.555031
1585,1584.75,0.0187853,9.21174e-08,0.321562,0.555031
1586,1585.75,0.018784,5.21265e-08,0.32156,0.55503
1587,1586.75,0.0187828,5.41325e-08,0.32156,0.55503
1588,1587.75,0.0187816,5.41315e-08,0.32156,0.55503
1589,1588.75,0.0187803,6.35581e-08,0.321561,0.555031
1590,1589.75,0.0187791,6.35602e-08,0.321561,0.555031
1591,1590.75,0.0187779,9.18398e-08,0.321562,0.555031
1592,1591.75,0.0187767,9.21165e-08,0.321562,0.555031
1593,1592.75,0.0187755,9.21156e-08,0.321562,0.555031
1594,1593.75,0.0187742,5.41285e-08,0.32156,0.55503
1595,1594.75,0.018773,5.4129e-08,0.32156,0.55503
1596,1595.75,0.0187718,5.41295e-08,0.32156,0.55503
1597,1596.75,0.0187706,6.35444e-08,0.321561,0.555031
1598,1597.75,0.0187694,6.35594e-08,0.321561,0.555031
1599,1598.75,0.0187681,6.3984e-08,0.32156,0.555031
1600,1599.73,0.0198937,6.39941e-08,0.32156,0.55503
1601,1600.73,0.0198922,6.39962e-08,0.32156,0.55503
1602,1601.73,0.0198907,6.3995e-08,0.32156,0.55503
1603,1602.73,0.0198893,6.39946e-08,0.32156,0.55503
1604,1603.73,0.0198878,6.39954e-08,0.32156,0.55503
1605,1604.73,0.0198863,6.39946e-08,0.32156,0.55503
1606,1605.73,0.0198848,6.39958e-08,0.32156,0.55503
1607,1606.73,0.0198833,6.39946e-08,0.32156,0.55503
1608,1607.73,0.0198818,6.39407e-08,0.32156,0.55503
1609,1608.73,0.0198803,6.39768e-08,0.32156,0.55503
1610,1609.73,0.0198789,1.01417e-07,0.321562,0.555032
1611,1610.73,0.0198774,9.38611e-08,0.321562,0.555031
1612,1611.73,0.0198759,9.38596e-08,0.321562,0.555031
1613,1612.73,0.0198744,9.38617e-08,0.321562,0.555031
1614,1613.73,0.0198729,9.38622e-08,0.321561,0.555031
1615,1614.73,0.0198714,9.38602e-08,0.321561,0.555031
1616,1615.73,0.01987,9.35345e-08,0.321562,0.555031
1617,1616.73,0.0198685,6.61284e-08,0.32156,0.555031
1618,1617.73,0.019867,6.61309e-08,0.32156,0.555031
1619,1618.73,0.0198655,6.61292e-08,0.32156,0.555031
1620,1619.73,0.019864,6.39776e-08,0.32156,0.55503
1621,1620.73,0.0198626,1.01417e-07,0.321562,0.555032
1622,1621.73,0.0198611,1.01418e-07,0.321562,0.555032
1623,1622.73,0.0198596,1.01418e-07,0.321562,0.555031
1624,1623.73,0.0198581,9.35368e-08,0.321562,0.555031
1625,1624.73,0.0198566,9.35351e-08,0.321561,0.555031
1626,1625.73,0.0198551,9.35374e-08,0.321561,0.555031
1627,1626.73,0.0198537,6.39971e-08,0.32156,0.555031
1628,1627.73,0.0198522,6.39954e-08,0.32156,0.55503
1629,1628.73,0.0198507,6.39946e-08,0.32156,0.55503
1630,1629.73,0.0198493,1.01418e-07,0.321562,0.555032
1631,1630.73,0.0198478,9.38614e-08,0.321561,0.555031
1632,1631.73,0.0198463,9.38541e-08,0.321561,0.555031
1633,1632.73,0.0198448,9.3533e-08,0.321562,0.555031
1634,1633.73,0.0198433,6.61305e-08,0.32156,0.555031
1635,1634.73,0.0198419,6.61296e-08,0.32156,0.555031
1636,1635.73,0.0198404,6.39789e-08,0.32156,0.55503
1637,1636.73,0.0198389,1.01418e-07,0.321562,0.555032
1638,1637.73,0.0198375,9.35339e-08,0.321561,0.555031
1639,1638.73,0.019836,9.35345e-08,0.321561,0.555031
1640,1639.73,0.0198345,6.61309e-08,0.32156,0.555031
1641,1640.73,0.019833,6.39946e-08,0.32156,0.555031
1642,1641.73,0.0198315,6.39789e-08,0.32156,0.55503
1643,1642.73,0.0198301,9.38625e-08,0.321561,0.555031
1644,1643.73,0.0198286,9.35345e-08,0.321561,0.555031
1645,1644.73,0.0198271,6.61317e-08,0.32156,0.555031
1646,1645.73,0.0198256,6.61128e-08,0.32156,0.555031
1647,1646.73,0.0198242,1.01417e-07,0.321562,0.555031
1648,1647.73,0.0198227,9.38602e-08,0.321561,0.555031
1649,1648.73,0.0198212,9.35359e-08,0.321561,0.555031
1650,1649.73,0.0198198,6.39975e-08,0.32156,0.555031
1651,1650.73,0.0198183,6.39954e-08,0.32156,0.555031
1652,1651.73,0.0198169,9.38625e-08,0.321562,0.555031
1653,1652.73,0.0198154,9.38617e-08,0.321562,0.555031
1654,1653.73,0.0198139,6.61309e-08,0.32156,0.555031
1655,1654.73,0.0198124,6.39789e-08,0.32156,0.55503
1656,1655.73,0.019811,1.01419e-07,0.321562,0.555031
1657,1656.73,0.0198095,9.35356e-08,0.321562,0.555031
1658,1657.73,0.019808,9.35348e-08,0.321562,0.555031
1659,1658.73,0.0198066,6.39975e-08,0.32156,0.555031
1660,1659.73,0.0198051,5.46403e-08,0.32156,0.55503
1661,1660.73,0.0198036,9.38605e-08,0.321562,0.555031
1662,1661.73,0.0198022,6.61288e-08,0.32156,0.555031
1663,1662.73,0.0198007,6.39785e-08,0.32156,0.555031
1664,1663.73,0.0197993,1.01417e-07,0.321562,0.555032
1665,1664.73,0.0197978,9.35353e-08,0.321561,0.555031
1666,1665.73,0.0197963,6.39958e-08,0.32156,0.555031
1667,1666.73,0.0197948,6.3978e-08,0.32156,0.555031
1668,1667.73,0.0197934,9.38631e-08,0.321561,0.555031
1669,1668.73,0.0197919,6.61296e-08,0.32156,0.555031
1670,1669.73,0.0197904,6.3978e-08,0.32156,0.55503
1671,1670.73,0.019789,9.38611e-08,0.321562,0.555031
1672,1671.73,0.0197875,9.35351e-08,0.321562,0.555031
1673,1672.73,0.0197861,6.39962e-08,0.32156,0.55503
1674,1673.73,0.0197847,9.38602e-08,0.321562,0.555031
1675,1674.73,0.0197832,9.3533e-08,0.321562,0.555031
1676,1675.73,0.0197817,6.3978e-08,0.32156,0.555031
1677,1676.73,0.0197803,1.01418e-07,0.321562,0.555032
1678,1677.73,0.0197788,9.35353e-08,0.321562,0.555031
1679,1678.73,0.0197773,6.39954e-08,0.32156,0.555031
1680,1679.73,0.0197759,9.38608e-08,0.321562,0.555031
1681,1680.73,0.0197744,9.33291e-08,0.321561,0.555031
1682,1681.73,0.0197729,6.39793e-08,0.32156,0.555031
1683,1682.73,0.0197715,1.01419e-07,0.321562,0.555031
1684,1683.73,0.01977,9.35345e-08,0.321562,0.555031
1685,1684.73,0.0197686,6.39954e-08,0.32156,0.55503
1686,1685.73,0.0197671,9.38628e-08,0.321562,0.555031
1687,1686.73,0.0197657,6.61305e-08,0.32156,0.555031
1688,1687.73,0.0197643,1.01417e-07,0.321562,0.555032
1689,1688.73,0.0197628,9.35345e-08,0.321562,0.555031
1690,1689.73,0.0197613,6.39958e-08,0.32156,0.555031
1691,1690.73,0.0197599,9.38625e-08,0.321561,0.555031
1692,1691.73,0.0197584,6.61321e-08,0.32156,0.555031
1693,1692.73,0.0197569,6.39768e-08,0.32156,0.55503
1694,1693.73,0.0197555,9.35353e-08,0.321562,0.555031
1695,1694.73,0.019754,6.39946e-08,0.32156,0.555031
1696,1695.73,0.0197526,9.38614e-08,0.321562,0.555031
1697,1696.73,0.0197512,6.61305e-08,0.32156,0.555031
1698,1697.73,0.0197497,1.01418e-07,0.321562,0.555032
1699,1698.73,0.0197482,9.35362e-08,0.321561,0.555031
1700,1699.73,0.0197468,6.39967e-08,0.32156,0.55503
1701,1700.73,0.0197454,9.38602e-08,0.321562,0.555031
1702,1701.73,0.0197439,6.61301e-08,0.32156,0.555031
1703,1702.73,0.0197425,1.01418e-07,0.321562,0.555032
1704,1703.73,0.019741,9.35342e-08,0.321562,0.555031
1705,1704.73,0.0197395,6.39789e-08,0.32156,0.55503
1706,1705.73,0.0197381,9.35342e-08,0.321562,0.555031
1707,1706.73,0.0197366,6.3978e-08,0.32156,0.555031
1708,1707.73,0.0197352,9.35353e-08,0.321561,0.555031
1709,1708.73,0.0197337,6.39971e-08,0.32156,0.555031
1710,1709.73,0.0197323,9.38608e-08,0.321562,0.555031
1711,1710.73,0.0197309,6.61321e-08,0.32156,0.555031
1712,1711.73,0.0197294,1.01418e-07,0.321562,0.555032
1713,1712.73,0.0197279,9.21301e-08,0.321561,0.555031
1714,1713.73,0.0197265,9.38614e-08,0.321562,0.555031
1715,1714.73,0.0197251,6.61329e-08,0.32156,0.555031
1716,1715.73,0.0197237,1.01419e-07,0.321562,0.555032
1717,1716.73,0.0197222,9.35345e-08,0.321562,0.555031
1718,1717.73,0.0197207,5.46433e-08,0.32156,0.55503
1719,1718.73,0.0197193,6.61313e-08,0.32156,0.555031
1720,1719.73,0.0197179,1.01417e-07,0.321562,0.555032
1721,1720.73,0.0197164,9.35339e-08,0.321562,0.555031
1722,1721.73,0.0197149,5.46423e-08,0.32156,0.55503
1723,1722.73,0.0197135,6.61309e-08,0.32156,0.555031
1724,1723.73,0.0197121,1.01419e-07,0.321562,0.555032
1725,1724.73,0.0197106,9.2128e-08,0.321561,0.555031
1726,1725.73,0.0197092,9.38625e-08,0.321562,0.555031
1727,1726.73,0.0197078,6.61137e-08,0.32156,0.555031
1728,1727.73,0.0197063,9.35365e-08,0.321562,0.555031
1729,1728.73,0.0197049,6.39971e-08,0.32156,0.555031
1730,1729.73,0.0197034,9.35351e-08,0.321562,0.555031
1731,1730.73,0.019702,6.39793e-08,0.32156,0.555031
1732,1731.73,0.0197006,9.35362e-08,0.321562,0.555031
1733,1732.73,0.0196991,6.3978e-08,0.32156,0.555031
1734,1733.73,0.0196977,9.35327e-08,0.321561,0.555031
1735,1734.73,0.0196963,1.01417e-07,0.321562,0.555032
1736,1735.73,0.0196948,9.21292e-08,0.321562,0.555031
1737,1736.73,0.0196934,9.38617e-08,0.321562,0.555031
1738,1737.73,0.0196919,6.39768e-08,0.32156,0.555031
1739,1738.73,0.0196905,9.35374e-08,0.321562,0.555031
1740,1739.73,0.019689,6.39797e-08,0.32156,0.555031
1741,1740.73,0.0196876,9.35351e-08,0.321562,0.555031
1742,1741.73,0.0196862,1.01417e-07,0.321562,0.555032
1743,1742.73,0.0196848,6.39975e-08,0.32156,0.55503
1744,1743.73,0.0196833,9.35345e-08,0.321562,0.555031
1745,1744.73,0.0196819,6.39789e-08,0.32156,0.555031
1746,1745.73,0.0196804,9.35345e-08,0.321562,0.555031
1747,1746.73,0.019679,5.46428e-08,0.32156,0.55503
1748,1747.73,0.0196776,6.61137e-08,0.32156,0.555031
1749,1748.73,0.0196762,9.35371e-08,0.321561,0.555031
1750,1749.73,0.0196747,6.39793e-08,0.32156,0.555031
1751,1750.73,0.0196733,6.61317e-08,0.32156,0.555031
1752,1751.73,0.0196719,9.35359e-08,0.321562,0.555031
1753,1752.73,0.0196704,6.39806e-08,0.32156,0.555031
1754,1753.73,0.019669,9.35345e-08,0.321562,0.555031
1755,1754.73,0.0196676,1.01417e-07,0.321562,0.555032
1756,1755.73,0.0196661,6.39954e-08,0.32156,0.555031
1757,1756.73,0.0196647,9.35342e-08,0.321562,0.555031
1758,1757.73,0.0196633,1.01417e-07,0.321562,0.555032
1759,1758.73,0.0196618,6.39946e-08,0.32156,0.555031
1760,1759.73,0.0196604,9.35345e-08,0.321562,0.555031
1761,1760.73,0.019659,6.39768e-08,0.32156,0.555031
1762,1761.73,0.0196575,9.21295e-08,0.321561,0.555031
1763,1762.73,0.0196561,9.35345e-08,0.321562,0.555031
1764,1763.73,0.0196547,6.39768e-08,0.32156,0.555031
1765,1764.73,0.0196533,6.39958e-08,0.32156,0.555031
1766,1765.73,0.0196519,9.35342e-08,0.321562,0.555031
1767,1766.73,0.0196505,1.01418e-07,0.321562,0.555032
1768,1767.73,0.019649,6.39971e-08,0.32156,0.555031
1769,1768.73,0.0196476,9.35348e-08,0.321562,0.555031
1770,1769.73,0.0196462,1.01419e-07,0.321562,0.555032
1771,1770.73,0.0196447,6.39772e-08,0.32156,0.555031
1772,1771.73,0.0196433,6.61321e-08,0.32156,0.555031
1773,1772.73,0.0196419,9.35359e-08,0.321562,0.555031
1774,1773.73,0.0196404,6.39772e-08,0.32156,0.555031
1775,1774.73,0.019639,6.6112e-08,0.32156,0.555031
1776,1775.73,0.0196376,9.35348e-08,0.321562,0.555031
1777,1776.73,0.0196362,9.38619e-08,0.321562,0.555031
1778,1777.73,0.0196347,6.39793e-08,0.32156,0.555031
1779,1778.73,0.0196333,9.21283e-08,0.321562,0.555031
