# zMean	zSD	jMean	jSD	FMean	FSD	TotSteps
1.502301204614055223e+03	2.256261628217368642e+00	8.299673965086201406e+02	1.538272567755775526e+02	1.491008878628306000e+01	1.670987361857783071e-01	1.040000000000000000e+02
1.508102041077703689e+03	2.979974213138568029e+00	8.371646352842435590e+02	2.044710571427131072e+02	1.485077883778526520e+01	2.206968902250423525e-01	1.100000000000000000e+02
1.514580642085378940e+03	3.246906532803967238e+00	8.458697469743048032e+02	2.246753891269909218e+02	1.474127364715683441e+01	2.404658978194618157e-01	1.110000000000000000e+02
1.520956540112694711e+03	2.798720304089309607e+00	8.543227104819111446e+02	1.957371237500337884e+02	1.463937463925382332e+01	2.072732257208542705e-01	1.100000000000000000e+02
1.526668101425385885e+03	2.264465081866625873e+00	8.612708911115082628e+02	1.622746279309503734e+02	1.458667640843592039e+01	1.677062839630423241e-01	1.090000000000000000e+02
1.532046486738518752e+03	2.264516413010456475e+00	8.675212369983159988e+02	1.671632948522455990e+02	1.455865319214529841e+01	1.677100855475543995e-01	1.100000000000000000e+02
1.537667794056917728e+03	2.521409983496968543e+00	8.743707148481792046e+02	1.875230628577992320e+02	1.451263917214467369e+01	1.867356233777854868e-01	1.180000000000000000e+02
1.543373634130610753e+03	2.292588296491369526e+00	8.813828069151924183e+02	1.692966213148320094e+02	1.446036465628697343e+01	1.697890892381508365e-01	1.180000000000000000e+02
1.548484744138642100e+03	1.610320771703816156e+00	8.869470971207591674e+02	1.179896203690441325e+02	1.445213584909216564e+01	1.192603563523846333e-01	1.120000000000000000e+02
1.552792561410998587e+03	1.037784305596649359e+00	8.906238211162944935e+02	7.592739312537014484e+01	1.450339890190143954e+01	7.685830567248785883e-02	1.120000000000000000e+02
1.556575921647706764e+03	7.492010501243474563e-01	8.930929993611172222e+02	5.502981668291613460e+01	1.459350324277083999e+01	5.548582977220917201e-02	1.040000000000000000e+02
1.560134890322957745e+03	6.682885207964061047e-01	8.950643395248038132e+02	4.923154716717544943e+01	1.470022602268174872e+01	4.949344785018183757e-02	1.160000000000000000e+02
1.563677053420356742e+03	7.457222538083827512e-01	8.970310339153191990e+02	5.507690300862304866e+01	1.480819342368837432e+01	5.522819011704882541e-02	1.150000000000000000e+02
1.567429256743585483e+03	1.065710726630926031e+00	8.995262147615951562e+02	7.955363710038363934e+01	1.490060524557006261e+01	7.892653641428637457e-02	1.240000000000000000e+02
1.571867160071730268e+03	1.967859463542550369e+00	9.036688075980971462e+02	1.491512807128019631e+02	1.494223412508766202e+01	1.457396718699612848e-01	1.260000000000000000e+02
1.578024850606761674e+03	3.898814519231251552e+00	9.119081078188868332e+02	2.994174576271325350e+02	1.485649556406322347e+01	2.887462032942664791e-01	1.280000000000000000e+02
1.586604847545404255e+03	5.326804395517507729e+00	9.258877683730970602e+02	4.133384863951941952e+02	1.459136099078735960e+01	3.945031335320265953e-01	1.290000000000000000e+02
1.595194557880108505e+03	3.870588455191862565e+00	9.398290096399675804e+02	3.047127705008024350e+02	1.432550704339915626e+01	2.866557809915093458e-01	1.140000000000000000e+02
1.601556665792993044e+03	2.108880589819492002e+00	9.483988627578509067e+02	1.697304595140740275e+02	1.422462933137093444e+01	1.561836964820315643e-01	1.160000000000000000e+02
1.606385825149656284e+03	1.287561710046625452e+00	9.532735209678501178e+02	1.054706402784213424e+02	1.423728178941645695e+01	9.535682024605307561e-02	1.120000000000000000e+02
1.610556229932415590e+03	9.532041896339675802e-01	9.565586177205811964e+02	7.854489713243674487e+01	1.429872161120529306e+01	7.059430228429164345e-02	1.020000000000000000e+02
1.614448642499212383e+03	8.117997387242351648e-01	9.591755974198147214e+02	6.680166398792061955e+01	1.438074953650833443e+01	6.012188864991685477e-02	1.010000000000000000e+02
1.618216219528790361e+03	7.529551639471310231e-01	9.615049962357220465e+02	6.139374675066210330e+01	1.447202278169777934e+01	5.576385944192452371e-02	8.400000000000000000e+01
1.621921559151130168e+03	7.174094541242524992e-01	9.636919133900745464e+02	5.777569955890066922e+01	1.456790532926729220e+01	5.313134417244214092e-02	8.400000000000000000e+01
1.625569264669323502e+03	6.736810499680797593e-01	9.657517412068159501e+02	5.335055264318361878e+01	1.466805625858990325e+01	4.989281856063598752e-02	1.040000000000000000e+02
1.629141973337922536e+03	6.106685755154170892e-01	9.676362978887890449e+02	4.751442373648751527e+01	1.477376145459345480e+01	4.522611470267179357e-02	9.500000000000000000e+01
1.632616414096431072e+03	5.393743469648504263e-01	9.693053269110300789e+02	4.129943218419793993e+01	1.488674437201830436e+01	3.994606413621681895e-02	9.100000000000000000e+01
1.635996949986777963e+03	4.850366880385237889e-01	9.707733398617475586e+02	3.666404162556864321e+01	1.500668188397922265e+01	3.592181711613307016e-02	9.000000000000000000e+01
1.639328341280103587e+03	4.911328349546242866e-01	9.721510681149596849e+02	3.715922086255159229e+01	1.513025904479552608e+01	3.637329775673947552e-02	9.000000000000000000e+01
1.642760815828183468e+03	7.082527945438009676e-01	9.738127018820131298e+02	5.475058695452753454e+01	1.524634997976473372e+01	5.245320196391389800e-02	1.160000000000000000e+02
1.646764534979322434e+03	1.575414934297543867e+00	9.768935361208185668e+02	1.238644389818655327e+02	1.532013453943137193e+01	1.166752300340760939e-01	1.160000000000000000e+02
1.652632294797139821e+03	3.831303607664844346e+00	9.844712367124189996e+02	3.018334833286935464e+02	1.525586824732382851e+01	2.837463451836583772e-01	1.270000000000000000e+02
1.661436310825035434e+03	5.600425400361757511e+00	9.990540736594655300e+02	4.415245850356295705e+02	1.497414282029787103e+01	4.147675051507917487e-01	1.240000000000000000e+02
1.670276328672388445e+03	3.971826449049361329e+00	1.013640290554682679e+03	3.199595883820438758e+02	1.468975109852291361e+01	2.941534668165957100e-01	1.320000000000000000e+02
1.676900732392219652e+03	2.428128908054839830e+00	1.022903347025751032e+03	2.032144731370499358e+02	1.456944775903220268e+01	1.798272269305414284e-01	1.430000000000000000e+02
1.682287593932541540e+03	1.777091959499541352e+00	1.029174630930067451e+03	1.516414904282428324e+02	1.454079679335596964e+01	1.316114305205360324e-01	1.350000000000000000e+02
1.687090274212698432e+03	1.405402418799259312e+00	1.033997302708232610e+03	1.209174772922415286e+02	1.455541029180755963e+01	1.040841031362731428e-01	1.470000000000000000e+02
1.691568133808510311e+03	1.255341749137061091e+00	1.038016690207546844e+03	1.095682818221393973e+02	1.459408001014172740e+01	9.297060994109074272e-02	1.490000000000000000e+02
1.696068444498360122e+03	1.494005317866871740e+00	1.042150522948387561e+03	1.344247873090207577e+02	1.463108700045145305e+01	1.106460338412205147e-01	1.230000000000000000e+02
1.701322683070819949e+03	2.615394339536272650e+00	1.048316199905213580e+03	2.446870739320293069e+02	1.461225809177507173e+01	1.936961047860563667e-01	1.270000000000000000e+02
1.708830217395242016e+03	5.088614265677325221e+00	1.060503294469880984e+03	4.881613518996164203e+02	1.442655009970838265e+01	3.768627725160627051e-01	1.270000000000000000e+02
1.718765232048329153e+03	5.589310248648135193e+00	1.079111301030274035e+03	5.411558959684334695e+02	1.406106291450074686e+01	4.139443170148808804e-01	1.360000000000000000e+02
1.726956184385318238e+03	2.816705191156485100e+00	1.092936710096980732e+03	2.740326895813923329e+02	1.382474098442333421e+01	2.086051864570492853e-01	1.180000000000000000e+02
1.732211904323863109e+03	1.072417615091488807e+00	1.098845420686336638e+03	1.050113907130435109e+02	1.380580236577469933e+01	7.942324857367566437e-02	1.160000000000000000e+02
1.736126998709865347e+03	4.539450454780852851e-01	1.101164702471728788e+03	4.464036262640729547e+01	1.388615047554736570e+01	3.361917006810699604e-02	1.170000000000000000e+02
1.739570589645726614e+03	2.356680134755707867e-01	1.102238164241533923e+03	2.312671991577371955e+01	1.400141813083749120e+01	1.745357307800077251e-02	1.070000000000000000e+02
1.742823861259911837e+03	1.492740299719375052e-01	1.102848072548691107e+03	1.455678789177909493e+01	1.413078083509092409e+01	1.105523465972169106e-02	9.500000000000000000e+01
1.745992504025992048e+03	1.165777110148896456e-01	1.103271595113388457e+03	1.133195341168902814e+01	1.426641115183503317e+01	8.633745277762727710e-03	9.400000000000000000e+01
1.749120094586000732e+03	1.150320204411136998e-01	1.103642198958302060e+03	1.115217519621364772e+01	1.440508179496079144e+01	8.519271433868880194e-03	8.300000000000000000e+01
1.752245964792172572e+03	1.463739454275243546e-01	1.104056359892400906e+03	1.411068030446767807e+01	1.454387984749169149e+01	1.084045439836245350e-02	8.200000000000000000e+01
1.755422833719331948e+03	2.291594833288011501e-01	1.104645766699513388e+03	2.198356566857546568e+01	1.467890093474628088e+01	1.697155133533101434e-02	8.500000000000000000e+01
1.758734307341495423e+03	4.151693903541349151e-01	1.105648644077760991e+03	3.934157088003121316e+01	1.480395319828884482e+01	3.074744504962723113e-02	1.080000000000000000e+02
1.762367225626639538e+03	7.882209845652210500e-01	1.107514185901081419e+03	7.361433752998709679e+01	1.490519927009106915e+01	5.837564611690027050e-02	1.080000000000000000e+02
1.766595278559642793e+03	1.413124096261498375e+00	1.110952268019638950e+03	1.298939832870382816e+02	1.496236966987285122e+01	1.046559705691265663e-01	1.070000000000000000e+02
1.771677775434169462e+03	2.146613648821676268e+00	1.116590283071732074e+03	1.956813841431867331e+02	1.495625995134540176e+01	1.589782068317333596e-01	1.080000000000000000e+02
1.777591976911907750e+03	2.752580887402840570e+00	1.124363117400895362e+03	2.543207067106850445e+02	1.488855418990411117e+01	2.038561405210543853e-01	1.110000000000000000e+02
1.784313645197207052e+03	3.517002879001569937e+00	1.134311178403364693e+03	3.363819398102350533e+02	1.476104743669483810e+01	2.604692332188562887e-01	1.110000000000000000e+02
1.792018855938844126e+03	4.071339838308503545e+00	1.146947281602340354e+03	3.966078453196678311e+02	1.456069952916920762e+01	3.015234284251278041e-01	1.130000000000000000e+02
1.799470010246917127e+03	2.954067497563225952e+00	1.158831214230335490e+03	2.863088476285338402e+02	1.437916704111331789e+01	2.187782388695325153e-01	1.190000000000000000e+02
1.805092471310310430e+03	1.379955525496292967e+00	1.165713110054196477e+03	1.323818855390418321e+02	1.433306757475839888e+01	1.021995062182554648e-01	1.160000000000000000e+02
1.809248020914031713e+03	5.628035489045327688e-01	1.168654367167127475e+03	5.364494245802052319e+01	1.439560757110680456e+01	4.168123083186969779e-02	1.140000000000000000e+02
1.812755177965322218e+03	2.620012205226434077e-01	1.169901188970617568e+03	2.506979768699966371e+01	1.450616751988824404e+01	1.940381039190697265e-02	1.030000000000000000e+02
1.816026343682298375e+03	1.637540471319970103e-01	1.170561044899949138e+03	1.572315641609020531e+01	1.463420498688897453e+01	1.212762473059569857e-02	9.600000000000000000e+01
1.819211127465442132e+03	1.351424809704223906e-01	1.171034337111838113e+03	1.296355584380216897e+01	1.476863989990934556e+01	1.000865214066948283e-02	9.400000000000000000e+01
1.822364537470044297e+03	1.382085197399627319e-01	1.171468976812995834e+03	1.313163672783412039e+01	1.490539835496852028e+01	1.023572297194164094e-02	9.700000000000000000e+01
1.825520641463558832e+03	1.712966852458817635e-01	1.171956509896304397e+03	1.621612234856002033e+01	1.504195729320883679e+01	1.268623250931000257e-02	9.900000000000000000e+01
1.828730391273497162e+03	2.645084960595551760e-01	1.172634154669500049e+03	2.498309422051534057e+01	1.517454322228480557e+01	1.958949921817065842e-02	9.100000000000000000e+01
1.832112333301209901e+03	4.992481449159562046e-01	1.173804249981501243e+03	4.687899926351383328e+01	1.529437659571239294e+01	3.697431761247571558e-02	8.700000000000000000e+01
1.835932253910124018e+03	1.033090406466026678e+00	1.176146644352611929e+03	9.596423693117685616e+01	1.538177327541620798e+01	7.651067550287393715e-02	8.600000000000000000e+01
1.840640041689764985e+03	1.960412035290828081e+00	1.180815323647747618e+03	1.792333818171173334e+02	1.540341451245598847e+01	1.451881153336387342e-01	8.700000000000000000e+01
1.846484940817925690e+03	2.707966395698075512e+00	1.188362031722293068e+03	2.438071266715414822e+02	1.534084128302440675e+01	2.005519912653994652e-01	9.000000000000000000e+01
1.852627861432880081e+03	2.363219534379632059e+00	1.196580377797475649e+03	2.098319529229775071e+02	1.525619658228087694e+01	1.750200387161555682e-01	9.200000000000000000e+01
1.857911734563558866e+03	1.466514254442383258e+00	1.202520767756754594e+03	1.294823778022546321e+02	1.523517293822280472e+01	1.086100456840028983e-01	8.900000000000000000e+01
1.862263259347269241e+03	8.892722884625144930e-01	1.206065759307261942e+03	7.908202185481786728e+01	1.528319901274122827e+01	6.585950568353382550e-02	8.800000000000000000e+01
1.866151376466984857e+03	6.836223899752428279e-01	1.208452281587528887e+03	6.143842244637198746e+01	1.536554505885508703e+01	5.062907420156648186e-02	9.800000000000000000e+01
1.869911098418418760e+03	6.608986221570957165e-01	1.210532904119669411e+03	5.932714385469444096e+01	1.545740005113189319e+01	4.894615195695450893e-02	1.020000000000000000e+02
1.873673640344269870e+03	6.946915089092845497e-01	1.212648259261120756e+03	6.163506495952606201e+01	1.554904619610335992e+01	5.144885314982161617e-02	1.330000000000000000e+02
1.877470481454002766e+03	7.347059528423736108e-01	1.214862249679881415e+03	6.461353071010671556e+01	1.563815214351653538e+01	5.441232286750619096e-02	1.350000000000000000e+02
1.881360915184756323e+03	9.221747616259635683e-01	1.217344370614340733e+03	8.330616170656867325e+01	1.572032662141692683e+01	6.829626284601886255e-02	1.320000000000000000e+02
1.886009309669755112e+03	2.353365829296445444e+00	1.221903605025901925e+03	2.269879592142533511e+02	1.574636652585792262e+01	1.742902733176947550e-01	1.300000000000000000e+02
1.894809059604443746e+03	8.000118998540072468e+00	1.237670090463715269e+03	7.840719319116324186e+02	1.546495704569487728e+01	5.924888130318777257e-01	1.270000000000000000e+02
1.908726877478813549e+03	7.356394735007253161e+00	1.266939640238822449e+03	7.142316547625232488e+02	1.480450345391905209e+01	5.448145940746371707e-01	1.290000000000000000e+02
1.916878819372043154e+03	1.777523535466187798e+00	1.280444179252644517e+03	1.721930081872269511e+02	1.457107063730646068e+01	1.316433930366258664e-01	1.250000000000000000e+02
1.921088351685382349e+03	4.069217693066361496e-01	1.283376878983958022e+03	4.060167754348367453e+01	1.462961267418056899e+01	3.013662623484947289e-02	1.200000000000000000e+02
1.924518072381376896e+03	1.776893250580974526e-01	1.284246895415912604e+03	1.828100664843805134e+01	1.474590755943520648e+01	1.315967141380269823e-02	1.260000000000000000e+02
1.927793846061630575e+03	1.211854478786330985e-01	1.284742515706362155e+03	1.252662857319228351e+01	1.487360376067561418e+01	8.974994269891567455e-03	9.900000000000000000e+01
1.931008999759220387e+03	1.044442688336393310e-01	1.285117867184347006e+03	1.064848902309313416e+01	1.500578947783211881e+01	7.735142549819329361e-03	1.000000000000000000e+02
1.934190964811842605e+03	1.020241270495645391e-01	1.285457371940261055e+03	1.033506589359603822e+01	1.514043314603491197e+01	7.555906849290749960e-03	1.100000000000000000e+02
1.937374837214223589e+03	1.309255761828122810e-01	1.285831533138200939e+03	1.339912058971822262e+01	1.527493555591459184e+01	9.696348172099078511e-03	1.060000000000000000e+02
1.940627346802637703e+03	2.774859902024205960e-01	1.286460534099599727e+03	2.919504758203402162e+01	1.540435469579663952e+01	2.055061243439126883e-02	1.260000000000000000e+02
1.944287303756836081e+03	9.507582556025798715e-01	1.288271216744836920e+03	1.014692422908265144e+02	1.550359828376870119e+01	7.041315640992706903e-02	1.290000000000000000e+02
1.949806035085964368e+03	3.748895416119272017e+00	1.295317967396133781e+03	4.014312758371233940e+02	1.546518104153346407e+01	2.776431945177932903e-01	1.380000000000000000e+02
1.960559694105274048e+03	8.512041017027355494e+00	1.317035100720537457e+03	9.175176126081496477e+02	1.503906505456337683e+01	6.304017577210458967e-01	1.400000000000000000e+02
1.973085911112091253e+03	5.797292505813861574e+00	1.343696484507923969e+03	6.478132379392627627e+02	1.448167342303849559e+01	4.293474829805745685e-01	1.690000000000000000e+02
1.981145824627823004e+03	2.715500597615771117e+00	1.357842634361739329e+03	3.243432503493968397e+02	1.425505622806341144e+01	2.011099742594240070e-01	1.720000000000000000e+02
1.986961819041059016e+03	1.687508545717672837e+00	1.365576313262487474e+03	2.083295599168632179e+02	1.419462368181914691e+01	1.249768828958508493e-01	1.680000000000000000e+02
1.991924719925276804e+03	1.190992429900877392e+00	1.370786685987168084e+03	1.487316213205922395e+02	1.419737124233398973e+01	8.820489935845898799e-02	1.650000000000000000e+02
1.996446020558492819e+03	9.440220136364754211e-01	1.374671256354755315e+03	1.191764403481502086e+02	1.423282371743799679e+01	6.991427032991737178e-02	1.450000000000000000e+02
2.000792567870756784e+03	9.112633350323627868e-01	1.378061385477313252e+03	1.169298613951541483e+02	1.428121842349172965e+01	6.748816259249679206e-02	1.380000000000000000e+02
2.005243978792565031e+03	1.140156606078999824e+00	1.381817883893183534e+03	1.494190699928440154e+02	1.432184693062261260e+01	8.443999824621073458e-02	1.350000000000000000e+02
2.010216680988083681e+03	1.798460166037971764e+00	1.387239613978333637e+03	2.401190833223517984e+02	1.432386860602250422e+01	1.331939598967721849e-01	1.290000000000000000e+02
2.016274106047342684e+03	2.835280658206070115e+00	1.396085940989900337e+03	3.804745586710050702e+02	1.424555570613377853e+01	2.099808855467415469e-01	1.250000000000000000e+02
2.023335375401732790e+03	3.160966971455593466e+00	1.408011797256854379e+03	4.217545757938642055e+02	1.409289809774765345e+01	2.341012139060012487e-01	1.180000000000000000e+02
2.029952513498429198e+03	2.163571151184173313e+00	1.418410817577435182e+03	2.860439600653480738e+02	1.397313285030631569e+01	1.602340794566998738e-01	1.130000000000000000e+02
2.035195647984248808e+03	1.087631331323700046e+00	1.424430463722567993e+03	1.428381046063732356e+02	1.395512631028652351e+01	8.054997639783323393e-02	1.030000000000000000e+02
2.039447042061036655e+03	5.262113043307435900e-01	1.427339783624874144e+03	6.906175921345129609e+01	1.401056806495961027e+01	3.897120919873486855e-02	1.030000000000000000e+02
2.043233421977115086e+03	2.963982526835647890e-01	1.428831202268865582e+03	3.905688149295747280e+01	1.410044876837484473e+01	2.195125459374480670e-02	1.000000000000000000e+02
2.046828074817865399e+03	2.079745324306249976e-01	1.429761834376820616e+03	2.737040477246046066e+01	1.420452877898887323e+01	1.540259387181208695e-02	9.700000000000000000e+01
2.050338634437195651e+03	1.739715316547857105e-01	1.430474584165205215e+03	2.273220676742494106e+01	1.431483673358128073e+01	1.288433163435342976e-02	9.200000000000000000e+01
2.053810758279997117e+03	1.627869228156860471e-01	1.431104371750692280e+03	2.098886438016779721e+01	1.442799124178339021e+01	1.205599950372970852e-02	8.500000000000000000e+01
2.057263192161125971e+03	1.626448640913377985e-01	1.431710710268553157e+03	2.066205552034080029e+01	1.454260398854697911e+01	1.204547863460447843e-02	7.900000000000000000e+01
2.060707234607457394e+03	1.698012816446994311e-01	1.432326815921302796e+03	2.117038858612067997e+01	1.465783820497170176e+01	1.257548291860643985e-02	7.200000000000000000e+01
2.064145682005097115e+03	1.825421970311716935e-01	1.432972358621838566e+03	2.232175594754517078e+01	1.477348679070247606e+01	1.351907511212857571e-02	7.100000000000000000e+01
2.067588012370980323e+03	1.989105124572520256e-01	1.433664922386349190e+03	2.387111999373883009e+01	1.488884780380517903e+01	1.473131255258408601e-02	7.200000000000000000e+01
2.071039290992338465e+03	2.176833236526026782e-01	1.434415031109778965e+03	2.564559261361137033e+01	1.500354610910738096e+01	1.612162694971175370e-02	7.100000000000000000e+01
2.074514677415867936e+03	2.585091819412554393e-01	1.435285547642366737e+03	3.019261333672329783e+01	1.511645899058080822e+01	1.914519001456937985e-02	9.900000000000000000e+01
2.078042371616375931e+03	3.401169886031238376e-01	1.436329840986582212e+03	3.970867834496311843e+01	1.522549795809117334e+01	2.518906417594735103e-02	1.000000000000000000e+02
2.081738012491693098e+03	5.940923907571116214e-01	1.437914965607945760e+03	7.040664371522143483e+01	1.532209879486518744e+01	4.399848245947168834e-02	1.070000000000000000e+02
2.086016421113324213e+03	1.409007828969956355e+00	1.441266609631688425e+03	1.687316338557284325e+02	1.537553985234717580e+01	1.043511198135149698e-01	1.080000000000000000e+02
2.091917221192885336e+03	3.264019859689035297e+00	1.449437087539239883e+03	3.884478193414397538e+02	1.530882659845487836e+01	2.417333108085699678e-01	1.070000000000000000e+02
2.100012115448244003e+03	4.351426410854352334e+00	1.463957911031502590e+03	5.103087489260360599e+02	1.507961872990303576e+01	3.222666399878733046e-01	1.130000000000000000e+02
2.107622069091793492e+03	2.605668050540308922e+00	1.476842622351397267e+03	3.011209243945777416e+02	1.488632556306175125e+01	1.929757758230152831e-01	1.090000000000000000e+02
2.112933214676338594e+03	1.003466068226398056e+00	1.482882340129134946e+03	1.156295564607717097e+02	1.486328212107034119e+01	7.431669701284704388e-02	1.130000000000000000e+02
2.116978286131861751e+03	4.470109581187064474e-01	1.485247080271221193e+03	5.301183860516175628e+01	1.493400412907429597e+01	3.310563155827139781e-02	1.150000000000000000e+02
2.120676124697435625e+03	3.646925155288793241e-01	1.486640605511518288e+03	4.478751095803454518e+01	1.503044220490790650e+01	2.700912770006880237e-02	1.130000000000000000e+02
2.124392312728806246e+03	4.656503660586570059e-01	1.488133822900748555e+03	5.742824403382837772e+01	1.512552131930460142e+01	3.448606611030413660e-02	1.350000000000000000e+02
2.128285862339946107e+03	6.777359375214105919e-01	1.490199373750037012e+03	8.286632590228691697e+01	1.520746503510356362e+01	5.019312353283567063e-02	1.600000000000000000e+02
2.132516981299218060e+03	1.061023704689360470e+00	1.493290637880942313e+03	1.308527352223172784e+02	1.526440836497989650e+01	7.857941556929404214e-02	1.570000000000000000e+02
2.137544976176247019e+03	2.168409653565788631e+00	1.498855265060907641e+03	2.782429880988784134e+02	1.526233506438713405e+01	1.605924189430822935e-01	1.440000000000000000e+02
2.145165400669132396e+03	5.535256515175832170e+00	1.512579515067199964e+03	7.362463462050072849e+02	1.506826642644402803e+01	4.099410975139221591e-01	1.310000000000000000e+02
2.156998149836391804e+03	7.308798063371097165e+00	1.539508338823312897e+03	9.838310021213255823e+02	1.456223302311679646e+01	5.412895845732634825e-01	1.300000000000000000e+02
2.166839404378997187e+03	3.242581087266842133e+00	1.560032274196054232e+03	4.428812530674040318e+02	1.420368971169145489e+01	2.401455553229823181e-01	1.360000000000000000e+02
2.172622860822535586e+03	1.129663564925953434e+00	1.567685607859050151e+03	1.598753757989034057e+02	1.414566692748299204e+01	8.366288361841611732e-02	1.290000000000000000e+02
2.176982315898402248e+03	5.841073465430615119e-01	1.570842338555091601e+03	8.533572260476648808e+01	1.419310568456432442e+01	4.325899008497913201e-02	1.280000000000000000e+02
2.180966962801787304e+03	4.236385715553361853e-01	1.572807106696120854e+03	6.225542242592200637e+01	1.426830273489960810e+01	3.137467260938819891e-02	1.250000000000000000e+02
2.184812406838770130e+03	3.537648403618133819e-01	1.574354163970916943e+03	5.163483821274712682e+01	1.435380914952066966e+01	2.619982407719589901e-02	1.020000000000000000e+02
2.188583838226246826e+03	3.161850721501258121e-01	1.575683392990612447e+03	4.551170526957139373e+01	1.444479694096413347e+01	2.341666644343831649e-02	8.300000000000000000e+01
2.192303233497421388e+03	2.878099234688208941e-01	1.576875276149192587e+03	4.081399687752127647e+01	1.453963852718096739e+01	2.131520293210087402e-02	8.600000000000000000e+01
2.195983524203797060e+03	2.628820446680681377e-01	1.577954337437531649e+03	3.659685365715995431e+01	1.463737619746678043e+01	1.946904422811712720e-02	8.500000000000000000e+01
2.199619001254994600e+03	2.381470657699379379e-01	1.578927595368645370e+03	3.256242268159985542e+01	1.473843276705509453e+01	1.763717169092160475e-02	9.500000000000000000e+01
2.203216206659510590e+03	2.148603399423352489e-01	1.579797962721650265e+03	2.877118468610569835e+01	1.484232373479663281e+01	1.591255677612934960e-02	9.400000000000000000e+01
2.206771171567537294e+03	1.940309879708971286e-01	1.580575038215488348e+03	2.557571202935650945e+01	1.494934303370816053e+01	1.436993496912464252e-02	9.900000000000000000e+01
2.210295708692871813e+03	1.869492539987260282e-01	1.581294628396545704e+03	2.439443407626822591e+01	1.505861581420589701e+01	1.384546175114564903e-02	1.100000000000000000e+02
2.213815051623616910e+03	2.131569854690159860e-01	1.582032172772986314e+03	2.810514189349487424e+01	1.516827327675491155e+01	1.578640634383532415e-02	1.120000000000000000e+02
2.217416078330197251e+03	3.762247717612055564e-01	1.583084719691993769e+03	5.115462060132995248e+01	1.527188123886556781e+01	2.786320659663488186e-02	1.320000000000000000e+02
2.221472740915271970e+03	1.099053140868781808e+00	1.585623136853299684e+03	1.530183881795965135e+02	1.534174480781494232e+01	8.139587561274197469e-02	1.430000000000000000e+02
2.227357633545307181e+03	3.665973633036111234e+00	1.594066392804392308e+03	5.122042117472738028e+02	1.527620965963454935e+01	2.715020072626543879e-01	1.470000000000000000e+02
2.237445366227613249e+03	7.008624087822183490e+00	1.615906755482774997e+03	9.825929351919330657e+02	1.489941217718295441e+01	5.190586999441109128e-01	1.520000000000000000e+02
2.248493017364449770e+03	4.936685625501789687e+00	1.640789599045006071e+03	7.180144694526679814e+02	1.445152313398883948e+01	3.656109374246625521e-01	1.500000000000000000e+02
2.256401337282478380e+03	2.817278749311492803e+00	1.655746045790220251e+03	4.409989362778142095e+02	1.423613296085964386e+01	2.086476641740091509e-01	1.570000000000000000e+02
2.262754028744462175e+03	2.029523035550146570e+00	1.665713277046169424e+03	3.268844852172769606e+02	1.413595263118510204e+01	1.503064760128438593e-01	1.620000000000000000e+02
2.268268362427103511e+03	1.355579807034703599e+00	1.672801837622557514e+03	2.177806529840454459e+02	1.409786107864869997e+01	1.003942405089901513e-01	1.600000000000000000e+02
2.273033991230161519e+03	8.189760981236408055e-01	1.677274529507597890e+03	1.313316208817996085e+02	1.411521860949422980e+01	6.065336982703684043e-02	1.330000000000000000e+02
2.277288301973500893e+03	5.212295917832731051e-01	1.680006442147936241e+03	8.376508100330829620e+01	1.417044435584249484e+01	3.860226356746920828e-02	1.280000000000000000e+02
2.281288075708915585e+03	3.874897077931456768e-01	1.681870901143867059e+03	6.253640625812113285e+01	1.424452111299767765e+01	2.869748775916036720e-02	1.250000000000000000e+02
2.285170702877151143e+03	3.384094163960958412e-01	1.683374735014183216e+03	5.441374111035838723e+01	1.432727374491817152e+01	2.506260137829485757e-02	1.200000000000000000e+02
2.289011971829103459e+03	3.291376532666159260e-01	1.684760887152341184e+03	5.252049221051856875e+01	1.441308936633658533e+01	2.437593460092557507e-02	1.140000000000000000e+02
2.292848318353361719e+03	3.469112245630525115e-01	1.686159972261989196e+03	5.500211246823891997e+01	1.449926954275002977e+01	2.569224529113967037e-02	1.100000000000000000e+02
2.296719930698018743e+03	4.035716016598480671e-01	1.687702283545927457e+03	6.371967996237799525e+01	1.458283793250469884e+01	2.988851281892834777e-02	1.150000000000000000e+02
2.300689233642907311e+03	5.338005985077681759e-01	1.689614020973824836e+03	8.427506055682897568e+01	1.465917135640625268e+01	3.953327232548531356e-02	1.150000000000000000e+02
2.304883022828671983e+03	7.970208881510343346e-01	1.692320195080467556e+03	1.256780853886157274e+02	1.471887932930854426e+01	5.902736697646560060e-02	1.040000000000000000e+02
2.309499548229236552e+03	1.231779172214019225e+00	1.696470765293097656e+03	1.931341092674992979e+02	1.474727945814272445e+01	9.122556549417026872e-02	1.090000000000000000e+02
2.314699655245699432e+03	1.706244255162492118e+00	1.702576553598413966e+03	2.649405449824407697e+02	1.473245953250348173e+01	1.263644495373341670e-01	1.090000000000000000e+02
2.320322716509635484e+03	1.854105680670302236e+00	1.710059803789574971e+03	2.845247301515191793e+02	1.468631561529636897e+01	1.373150667104425793e-01	1.110000000000000000e+02
2.325830759515233694e+03	1.518489339793543946e+00	1.717072508989270773e+03	2.303455571993254125e+02	1.464868995030179200e+01	1.124593205051098721e-01	1.190000000000000000e+02
2.330792066556698046e+03	1.016168185070167818e+00	1.722209828366959073e+03	1.529311782908625901e+02	1.465155555081091165e+01	7.525741578629663309e-02	1.110000000000000000e+02
